source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements,ordering
high_school_biology,,Fibroblast cells,Protein kinases,correct,incorrect,"Human: Which of the following is not known to be involved in the control of cell division?

Assistant: Protein kinases","Human: Which of the following is not known to be involved in the control of cell division?

Assistant: Fibroblast cells",incorrect,correct,0.3333333333333333,0.9433331216894826,1.0,,False,1.0,0.8199999999999994,Human: Which of the following is not known to be involved in the control of cell division?,"Human: Which of the following is not known to be involved in the control of cell division?

Response A: Fibroblast cells

Response B: Protein kinases",,3041,12,MC304112,,Fibroblast cells,Protein kinases,1
QuAIL,,To be a place where relatives of patients can wait.,To keep everyone calm during their stressful time.,incorrect,correct,"Human: Consider the following passage:

I thought I might get some good ideas if I went down to the hospital.
I always have stayed away from hospitals. People died or were born. But now I thought I might get some idea if I went down to where it was all happening, the being born and the dying. Mostly the dying. It was the dying that interested me.
I sat on a bench in a sort of waiting room. I wanted to call it a green room; it wasn't a place where the patients would wait to be called by the doctor; it was a place where the relatives would wait while the patient was in their room. It had a coffee bar, and comfortable couches, with trendy, muted colors on the walls and floor. Everything was clean and modern without being cold, a homogenized balancing act designed to keep everyone calm during their stressful time. It was a green room; patients were ""guests""; their families were ""guests"" as well. Here was where the families would sit and be feted while they waited to be called out to perform, to smile and encourage or to don faces of appropriate mournfulness. The old ones would put on smiles, the young ones would look sad.
I think I went there because it seemed to me that it was the place richest in emotional impact. It reeked of spent emotions, and the emotions were made all the stronger, here in the green room, by the efforts at suppression--the muted walls and gourmet coffees and scones, the overstuffed loveseats and couches, as if those in grief should not be permitted to sit on benches or folding chairs. It absolutely reeked of hush and hidden feeling. It was worse than a church. It was worse than a highschool hallway. It was more universal, more basic, something even the children could comprehend.

What does the narrator believe the room is designed for?

Assistant: To be a place where relatives of patients can wait.","Human: Consider the following passage:

I thought I might get some good ideas if I went down to the hospital.
I always have stayed away from hospitals. People died or were born. But now I thought I might get some idea if I went down to where it was all happening, the being born and the dying. Mostly the dying. It was the dying that interested me.
I sat on a bench in a sort of waiting room. I wanted to call it a green room; it wasn't a place where the patients would wait to be called by the doctor; it was a place where the relatives would wait while the patient was in their room. It had a coffee bar, and comfortable couches, with trendy, muted colors on the walls and floor. Everything was clean and modern without being cold, a homogenized balancing act designed to keep everyone calm during their stressful time. It was a green room; patients were ""guests""; their families were ""guests"" as well. Here was where the families would sit and be feted while they waited to be called out to perform, to smile and encourage or to don faces of appropriate mournfulness. The old ones would put on smiles, the young ones would look sad.
I think I went there because it seemed to me that it was the place richest in emotional impact. It reeked of spent emotions, and the emotions were made all the stronger, here in the green room, by the efforts at suppression--the muted walls and gourmet coffees and scones, the overstuffed loveseats and couches, as if those in grief should not be permitted to sit on benches or folding chairs. It absolutely reeked of hush and hidden feeling. It was worse than a church. It was worse than a highschool hallway. It was more universal, more basic, something even the children could comprehend.

What does the narrator believe the room is designed for?

Assistant: To keep everyone calm during their stressful time.",incorrect,correct,1.0,0.8533444306535427,1.0,,False,1.0,1.8840000000000003,"Human: Consider the following passage:

I thought I might get some good ideas if I went down to the hospital.
I always have stayed away from hospitals. People died or were born. But now I thought I might get some idea if I went down to where it was all happening, the being born and the dying. Mostly the dying. It was the dying that interested me.
I sat on a bench in a sort of waiting room. I wanted to call it a green room; it wasn't a place where the patients would wait to be called by the doctor; it was a place where the relatives would wait while the patient was in their room. It had a coffee bar, and comfortable couches, with trendy, muted colors on the walls and floor. Everything was clean and modern without being cold, a homogenized balancing act designed to keep everyone calm during their stressful time. It was a green room; patients were ""guests""; their families were ""guests"" as well. Here was where the families would sit and be feted while they waited to be called out to perform, to smile and encourage or to don faces of appropriate mournfulness. The old ones would put on smiles, the young ones would look sad.
I think I went there because it seemed to me that it was the place richest in emotional impact. It reeked of spent emotions, and the emotions were made all the stronger, here in the green room, by the efforts at suppression--the muted walls and gourmet coffees and scones, the overstuffed loveseats and couches, as if those in grief should not be permitted to sit on benches or folding chairs. It absolutely reeked of hush and hidden feeling. It was worse than a church. It was worse than a highschool hallway. It was more universal, more basic, something even the children could comprehend.

What does the narrator believe the room is designed for?","Human: Consider the following passage:

I thought I might get some good ideas if I went down to the hospital.
I always have stayed away from hospitals. People died or were born. But now I thought I might get some idea if I went down to where it was all happening, the being born and the dying. Mostly the dying. It was the dying that interested me.
I sat on a bench in a sort of waiting room. I wanted to call it a green room; it wasn't a place where the patients would wait to be called by the doctor; it was a place where the relatives would wait while the patient was in their room. It had a coffee bar, and comfortable couches, with trendy, muted colors on the walls and floor. Everything was clean and modern without being cold, a homogenized balancing act designed to keep everyone calm during their stressful time. It was a green room; patients were ""guests""; their families were ""guests"" as well. Here was where the families would sit and be feted while they waited to be called out to perform, to smile and encourage or to don faces of appropriate mournfulness. The old ones would put on smiles, the young ones would look sad.
I think I went there because it seemed to me that it was the place richest in emotional impact. It reeked of spent emotions, and the emotions were made all the stronger, here in the green room, by the efforts at suppression--the muted walls and gourmet coffees and scones, the overstuffed loveseats and couches, as if those in grief should not be permitted to sit on benches or folding chairs. It absolutely reeked of hush and hidden feeling. It was worse than a church. It was worse than a highschool hallway. It was more universal, more basic, something even the children could comprehend.

What does the narrator believe the room is designed for?

Response A: To be a place where relatives of patients can wait.

Response B: To keep everyone calm during their stressful time.",,3900,21,MC390021,,To keep everyone calm during their stressful time.,To be a place where relatives of patients can wait.,1
cs_algorithms,,Valid,Invalid,incorrect,correct,"Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ] [ ] ( ) ( ] [ { } ] { } ( } ( { } )
Is this sequence of parentheses valid or invalid?

Assistant: Invalid","Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ] [ ] ( ) ( ] [ { } ] { } ( } ( { } )
Is this sequence of parentheses valid or invalid?

Assistant: Valid",correct,incorrect,1.0,0.968029581006595,1.0,,True,1.0,0.604000000000001,"Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ] [ ] ( ) ( ] [ { } ] { } ( } ( { } )
Is this sequence of parentheses valid or invalid?","Human: Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ] [ ] ( ) ( ] [ { } ] { } ( } ( { } )
Is this sequence of parentheses valid or invalid?

Response A: Valid

Response B: Invalid",,1108,21,MC110821,,Invalid,Valid,1
physical_intuition,,Synchrotron radiation,Neutrinos,correct,incorrect,"Human: Complete the provided statement with the best choice.

An electron is accelerated along a circular orbit at a speed close to the speed of light. The electron emits

Assistant: Synchrotron radiation","Human: Complete the provided statement with the best choice.

An electron is accelerated along a circular orbit at a speed close to the speed of light. The electron emits

Assistant: Neutrinos",correct,incorrect,1.0,0.6584995702083092,0.755349457881774,,True,3.0,6.814,"Human: Complete the provided statement with the best choice.

An electron is accelerated along a circular orbit at a speed close to the speed of light. The electron emits","Human: Complete the provided statement with the best choice.

An electron is accelerated along a circular orbit at a speed close to the speed of light. The electron emits

Response A: Synchrotron radiation

Response B: Neutrinos",,2243,12,MC224312,,Synchrotron radiation,Neutrinos,1
figure_of_speech_detection,,Alliteration,Metaphor,incorrect,correct,"Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The moonlight sparkled brighter than a gypsy.

Assistant: Alliteration","Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The moonlight sparkled brighter than a gypsy.

Assistant: Metaphor",incorrect,correct,1.0,0.8786357713455335,1.0,,False,1.0,1.533999999999999,"Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The moonlight sparkled brighter than a gypsy.","Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The moonlight sparkled brighter than a gypsy.

Response A: Alliteration

Response B: Metaphor",,2149,21,MC214921,,Metaphor,Alliteration,1
prehistory,,ecological degradation resulting from slash-and-burn farming techniques.,endless wars between neighboring Mayan city-states.,correct,incorrect,"Human: Researchers now believe that the decline of the Maya was caused chiefly by:

Assistant: endless wars between neighboring Mayan city-states.","Human: Researchers now believe that the decline of the Maya was caused chiefly by:

Assistant: ecological degradation resulting from slash-and-burn farming techniques.",incorrect,correct,0.6666666666666666,0.7628444268794998,0.8568886070797359,,False,2.0,3.581999999999999,Human: Researchers now believe that the decline of the Maya was caused chiefly by:,"Human: Researchers now believe that the decline of the Maya was caused chiefly by:

Response A: ecological degradation resulting from slash-and-burn farming techniques.

Response B: endless wars between neighboring Mayan city-states.",,2304,12,MC230412,,ecological degradation resulting from slash-and-burn farming techniques.,endless wars between neighboring Mayan city-states.,1
trivia_qa,,"The cereal company Kelloggs, founded in 1906, has its headquarters in Battle Creek, MI","The popular cereal company, Hershey's, was founded in 1906 and is headquartered in Battle Creek, MI.",correct,incorrect,"Human: What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?

Assistant: The cereal company Kelloggs, founded in 1906, has its headquarters in Battle Creek, MI","Human: What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?

Assistant: The popular cereal company, Hershey's, was founded in 1906 and is headquartered in Battle Creek, MI.",correct,incorrect,1.0,0.7254835120181351,1.0,,True,1.0,4.546999999999999,"Human: What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?","Human: What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?

Response A: The cereal company Kelloggs, founded in 1906, has its headquarters in Battle Creek, MI

Response B: The popular cereal company, Hershey's, was founded in 1906 and is headquartered in Battle Creek, MI.",,4447,12,MC444712,,"The cereal company Kelloggs, founded in 1906, has its headquarters in Battle Creek, MI","The popular cereal company, Hershey's, was founded in 1906 and is headquartered in Battle Creek, MI.",1
college_chemistry,,a reducing agent,an acid,correct,incorrect,"Human: 3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as

Assistant: a reducing agent","Human: 3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as

Assistant: an acid",correct,incorrect,1.0,0.8133358390336557,1.0,,True,1.0,2.539,"Human: 3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as","Human: 3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as

Response A: a reducing agent

Response B: an acid",,3968,12,MC396812,,a reducing agent,an acid,1
,,Source all components from Supplier A.,Source 85% of components from Supplier A and 15% from Supplier B.,correct,incorrect,"Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Assistant: Source 85% of components from Supplier A and 15% from Supplier B.","Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Assistant: Source all components from Supplier A.",incorrect,correct,1.0,0.4268770303822844,0.8568886070797359,,False,2.0,24.554,"Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?","Human: A company uses two suppliers for a critical component. Supplier A delivers defect-free components 85% of the time, while Supplier B does so 15% of the time. To ensure the highest quality in production, which supplier should the company use?

Response A: Source all components from Supplier A.

Response B: Source 85% of components from Supplier A and 15% from Supplier B.","By exclusively using Supplier A, the company maximizes the quality of its components, achieving an 85% defect-free rate. Dividing orders between both suppliers according to their success rates (Option B) reduces overall quality due to the inclusion of components from the less reliable Supplier B.

This question demonstrates the probability matching bias by showing that matching supplier usage to their reliability rates (Option B) is inferior to consistently choosing the better supplier (Option A).",5548,12,MC554812,Probability matching (vs. maximizing),Source all components from Supplier A.,Source 85% of components from Supplier A and 15% from Supplier B.,1
trivia_qa,,Peter Lodge announced the phrase 'stand clear of the closing doors' on the London Underground rail network in 1969.,Sound engineer Peter Lodge made the first announcement 'Mind the gap' on the London Undergound rail network in 1969.,incorrect,correct,"Human: Sound engineer Peter Lodge first announced which phrase on the London Undergound rail network in 1969?

Assistant: Sound engineer Peter Lodge made the first announcement 'Mind the gap' on the London Undergound rail network in 1969.","Human: Sound engineer Peter Lodge first announced which phrase on the London Undergound rail network in 1969?

Assistant: Peter Lodge announced the phrase 'stand clear of the closing doors' on the London Underground rail network in 1969.",correct,incorrect,1.0,0.9714721268392804,1.0,,True,1.0,0.5760000000000005,Human: Sound engineer Peter Lodge first announced which phrase on the London Undergound rail network in 1969?,"Human: Sound engineer Peter Lodge first announced which phrase on the London Undergound rail network in 1969?

Response A: Peter Lodge announced the phrase 'stand clear of the closing doors' on the London Underground rail network in 1969.

Response B: Sound engineer Peter Lodge made the first announcement 'Mind the gap' on the London Undergound rail network in 1969.",,3953,21,MC395321,,Sound engineer Peter Lodge made the first announcement 'Mind the gap' on the London Undergound rail network in 1969.,Peter Lodge announced the phrase 'stand clear of the closing doors' on the London Underground rail network in 1969.,1
